key,value
17945,60394
20255,51548
47145,49242
15286,60626
2056,57734
30134,20906
20686,21450
6347,16811
18361,29283
18944,21424
1648,50426
17722,74833
20482,19301
37530,32883
8730,40113
25737,84800
24711,63730
7148,22170
28360,48959
11455,83286
5459,746
45211,58999
39744,43141
7151,92838
45898,32179
16524,62812
12125,76000
6681,63388
20443,7809
11234,72943
5277,52470
41707,75255
13508,28381
4494,53575
21906,41525
43239,96610
17646,81355
4973,69613
12166,40174
9498,76974
32208,85988
13323,31510
22625,10114
38310,79733
3277,91595
13081,24830
15729,66512
22304,24133
11604,19646
19549,74779
5570,80335
19322,72467
20857,80292
48467,5886
5239,59670
36938,68340
39246,45576
46700,47044
15191,79099
24016,18144
34162,84302
4990,40307
25782,4821
33887,39860
47602,36346
37361,33095
17409,75926
11570,59165
45222,2929
471,67332
43773,81760
41971,55124
22674,4338
37196,65441
46266,46892
12009,8670
49851,20758
18956,6710
39306,60363
27989,24238
1636,81127
40676,4235
32995,11564
44483,79140
194,30358
15949,40336
49726,43346
44978,95447
17330,8005
8738,75065
13202,71610
11201,20465
27610,1017
40188,42604
11038,15281
29290,98553
5077,53176
47458,14816
20882,78029
22912,20614
14242,68400
33411,86199
4692,54150
401,9353
19420,43206
46990,5126
33302,69894
15380,85711
44806,54891
5196,84717
7835,4200
19663,79127
42819,65052
14201,75549
14829,66348
23430,21346
21823,28915
31327,77275
7234,80869
45699,23354
994,12236
14612,92253
12698,1041
88,95338
16557,24626
8461,98390
11937,97023
16358,84893
41470,12561
24264,14273
13069,65314
49286,73130
28677,423
30883,49722
6762,48034
39722,16398
12111,62584
46192,17699
46568,37944
32305,19035
14657,53733
21775,75959
26717,39070
25583,66992
42469,61293
30304,93285
39727,15629
42893,1028
12580,18649
40340,61905
45664,67685
25239,42679
23987,72741
10243,21628
13356,2931
22702,39747
7977,60913
25869,19407
46024,56271
40204,52003
49055,4847
43718,90793
46517,48142
5433,58262
10522,21271
35237,13411
32473,68124
13967,69551
35371,41839
27493,59619
27311,19314
14859,27077
7859,50304
29929,94110
36391,49754
41525,58018
30188,59212
31986,67834
4601,60478
35845,22177
46001,8716
35400,28377
49954,18735
28874,44012
31589,49578
8268,1603
15411,14143
48895,11927
13375,44629
14173,62047
24241,13779
40712,46472
9693,46624
32565,91907
25230,32576
48052,99437
14472,77954
25320,13206
5864,42870
28451,1982
10756,31403
16987,1155
26273,43854
43824,35637
20308,53780
1226,5157
17603,28437
46291,88984
3837,2024
43929,37081
20390,51102
35725,23801
19978,28681
28091,8462
38820,28172
7413,7325
2166,24981
21653,38850
33156,34413
12168,67646
8985,86174
5624,7388
25585,51758
31209,18273
35640,93511
6824,99136
23783,61249
48084,79163
35250,71129
24499,64287
15067,44762
29548,70933
19973,49520
46323,6697
17626,9234
39168,64422
31604,85415
44945,97791
16236,33071
22989,7214
8808,20446
25357,50541
46386,40926
42686,73747
10864,79443
15071,77489
16866,58548
41231,87997
9734,61305
48488,92410
21527,59257
33872,33362
30592,10364
6891,38603
31023,49255
40288,23804
44480,86079
5246,65403
2032,67414
36516,74412
38022,4190
36053,6038
38735,23623
17277,47579
37958,27616
8093,99717
8615,57216
14496,80470
2050,82903
300,45487
28903,22214
30712,50744
37750,73877
43121,39643
38255,19837
30892,62598
45172,31940
13226,89490
26293,93044
12992,59478
9318,3108
20014,63902
16214,716
35919,2627
36843,31081
29281,88007
33321,48952
14116,51935
8283,56769
5931,31090
31432,75358
35844,20742
34300,65285
7097,51265
18967,43267
40594,18190
19786,41295
37473,56630
16582,6535
47724,67510
15657,26769
40278,30815
20951,12072
1570,85430
19689,54554
44672,10647
23093,76357
19937,63237
11545,11748
13668,24343
44884,77007
26410,67714
47588,58004
3534,57452
12504,17687
22381,1771
25217,49341
37890,18219
32759,56316
15367,6718
41631,47624
20507,23809
9066,2017
30941,70966
43894,19376
20225,7559
18569,60433
36112,13219
31385,6875
38261,1061
40243,90370
23099,85598
35818,63599
35841,13228
24821,87326
30889,78010
45138,29807
38013,34977
46214,33090
308,47291
7509,77519
25305,12136
16412,81798
9814,22229
1296,41926
42690,18654
17594,49212
22331,35207
21049,86313
3065,17174
47049,35355
21097,72016
23275,90570
4050,28692
4627,81655
31194,38797
37051,7693
21209,22702
14076,5784
22192,78106
23962,3808
1711,60250
8971,3961
34486,54133
42535,58720
26414,61463
25828,56062
43028,90273
408,14250
13593,47949
4059,50493
9647,74771
16239,45909
40179,77830
36374,85505
46128,2144
17458,81500
24955,93280
26336,62404
31384,5660
27307,72621
13449,64133
30629,50683
11898,93356
25680,61397
28549,62073
35452,93876
18589,5221
41728,87727
16629,26533
4814,16469
8234,31909
20618,90661
17202,56252
19605,27684
508,5387
41218,24657
44231,23241
49721,56176
39483,71541
25896,50530
49229,91003
41201,23164
10169,25155
48950,6613
24958,87564
19306,52720
27012,17989
45352,10673
32644,36721
2958,41943
28422,52549
21246,54127
21561,54685
17600,26143
24822,30629
1424,50114
883,18704
17293,57020
27807,14226
14556,3145
912,89656
34622,3950
1858,30239
27597,72469
11813,88605
27770,20526
2984,85429
18296,97094
8203,34884
29085,603
35028,23195
42454,42206
47938,91324
38963,86224
32915,20616
31262,96554
8397,35394
24030,85789
27968,49368
18222,40659
1740,60091
18564,47609
14328,27747
14782,57056
26038,11900
18597,58192
30844,34799
14566,64499
37452,78601
25586,14336
49548,8002
21070,24335
248,34326
4200,88351
21924,94816
17334,19132
44031,59355
39019,28375
48458,1451
35213,28148
11322,20783
11097,40400
35152,51321
23920,68624
45021,98682
31175,46624
28489,77566
7228,38537
40381,29697
37304,59701
19064,46860
49504,86076
28536,67189
3998,21350
48337,81275
6001,72313
20561,55049
19649,88229
26425,52731
35652,55421
40626,98945
43226,5062
34415,80376
36394,17088
7626,72596
37579,7915
2220,87407
12486,60867
20426,52712
23296,36724
17628,80162
18886,10173
5288,19409
3146,50539
45538,30102
26183,79286
27218,64058
35738,52558
6965,96614
28387,63908
48356,28029
1244,19071
25489,18059
16321,6373
8791,72187
29042,22845
14452,48382
14344,33486
45017,85550
18652,35666
22432,60673
31303,73921
44569,26279
46566,23132
34143,59844
39204,91032
29818,25437
3230,50081
25996,98850
41931,82035
49917,87453
32552,56586
23757,39390
41725,31534
45288,48372
6555,23149
42110,66245
11163,95343
7809,25902
37798,45828
3108,85299
16409,34314
26385,24865
32680,27713
47232,18374
28194,4469
32900,60074
317,60242
10619,9188
28650,80802
19636,5174
49361,25514
16075,81704
16200,43760
15773,39886
30782,7396
33921,52293
4723,57659
17162,90714
3508,2627
15739,66467
36206,32259
49144,91294
6966,74241
44795,83796
32513,4906
5536,22847
35105,84195
34271,46921
36909,79994
46162,52520
39134,79119
4079,56313
11846,91975
28893,40032
4346,89570
10195,48897
5771,83509
32221,45951
39527,15403
7997,20898
10366,93089
40933,4835
25836,99556
42378,22255
4735,2363
15001,68276
28339,4133
10694,48298
43056,11696
34022,93223
17719,43554
17572,92604
28609,94950
48416,63874
22442,92081
14031,37536
41864,7346
13717,10344
5565,3060
34549,11605
43632,32076
14726,20127
36473,4011
43993,53819
8823,46971
5125,77025
26126,49559
21801,53977
39496,95482
45966,23141
15130,32217
6418,77719
38102,96511
46299,71758
10349,3904
392,57801
36328,18265
10355,8872
21589,74827
24343,6291
8149,35035
22016,94044
9454,65425
748,96757
1772,55273
4446,40163
4785,45389
45660,16082
19642,95735
31345,43703
45868,40256
39147,74926
2513,34311
28943,40838
5137,6215
18727,28914
29838,98583
34992,97300
13944,44873
3693,98697
41611,22931
12847,94461
14210,34991
32375,40521
20267,77370
38831,71818
33362,97625
24764,1623
45736,15499
17244,78590
41298,19295
18626,75630
48009,3902
27077,41349
32232,96942
29114,51270
24807,9166
11603,44572
27338,38001
12128,64244
40281,45894
19672,85161
38765,14189
26422,40836
38726,8741
6133,60619
10026,31485
1489,48567
17335,3976
37719,97955
39938,24525
41819,10289
28620,84981
41484,27886
22712,37579
25763,92416
38220,97216
18477,6059
29289,59516
935,48856
846,58744
33988,2100
13781,24263
31520,36913
25860,53482
1691,73139
20786,74516
23388,97199
33249,32467
42646,26830
5024,32250
35633,95376
41598,4147
38534,61884
11878,28956
43467,80297
11744,72846
8433,5151
11101,60043
26670,13172
44674,39232
25094,89468
25105,49903
26271,92919
4153,27378
15811,84238
39635,99765
46805,37309
7894,82108
26210,90901
9158,47879
4155,51394
12937,54949
20324,16636
33735,92274
24007,48519
48831,55339
21883,5185
36417,27316
16301,78061
42353,98529
22006,86449
28056,90345
12548,23946
47056,74750
35523,82305
6293,30031
5074,63023
24507,28947
42566,27729
23571,84822
29545,26926
18504,36342
38627,46692
2071,34407
1792,4437
49783,22147
37621,50736
5017,48408
36100,30149
29541,56937
48967,72688
5754,74107
1468,57863
47488,95850
20844,26625
35922,10754
3516,51585
33529,41040
2130,15625
32661,57493
5935,79813
27800,13544
9789,2789
25469,60798
46876,88027
25992,36384
8362,58348
25093,33767
44889,72989
42835,45905
15952,42528
29954,12533
8313,58859
25537,21522
41108,11279
6667,75666
13086,90840
275,48951
15630,63341
37584,36659
16936,44462
39298,50514
46515,34129
9974,74402
33737,15828
14926,66353
6099,57450
15021,78379
42473,92947
40273,51653
37825,5466
10325,75049
33566,26849
15996,79859
10543,73551
36195,28132
37740,46497
20622,95162
43307,28266
12892,37420
2385,60477
24441,88120
11138,69445
5984,87098
10709,74980
38017,77036
19487,50631
12054,39065
41849,68068
16240,49553
27059,12251
4063,98595
1971,2206
20588,51145
44163,41748
47294,80618
12064,2078
23791,10503
45337,4507
18395,8935
46422,74931
16633,97871
3010,95079
47622,52577
33258,44247
10024,47340
31935,43948
21337,46721
11509,25163
12840,14176
34272,45607
2680,32108
44538,72521
10081,56332
29917,78625
42941,23210
30126,3830
24298,98636
14653,91169
7314,94902
24417,82064
5143,38211
14858,65430
9131,64440
2879,68241
30701,48808
623,39539
32781,49922
31786,77398
22205,94951
43101,82212
24200,99742
19394,60912
17833,47386
10972,257
24963,20548
14889,49936
29298,19240
20700,36166
23639,57161
23320,89194
24094,90781
49523,14593
46452,1656
34045,73035
26592,3955
21174,12538
42951,14067
5208,38177
48532,58912
32365,30642
28487,73703
32536,83135
6705,73330
37138,89352
36537,95811
12957,62415
23817,28727
49767,24157
36833,16969
37729,52434
2920,22735
39273,92230
24515,61120
43698,42772
4985,51008
27394,75161
10995,45955
20982,5774
24338,69880
21109,63177
9095,53297
30305,88698
28855,649
28138,34222
5189,26997
13448,75786
11706,54347
20413,91844
30839,94456
47783,40781
32988,14016
33538,60267
7280,30212
5764,70702
36520,95204
48623,3127
40989,6658
43911,60802
45491,46753
33933,31931
2508,48060
5161,13286
28254,43239
14645,56386
19304,72419
26093,58179
16449,28702
38835,27369
35964,78822
12611,26894
17579,34612
36736,87916
31421,79386
163,1420
42626,70384
37965,90969
41457,74412
18286,35820
9033,65871
23874,94721
48786,30586
36164,75067
21985,57553
43728,43710
28508,12360
44021,90996
46419,97827
5758,39101
29878,21676
3453,95660
23567,26679
21136,40316
42997,91385
30554,97154
5089,62671
41940,7080
31286,12968
40423,44660
26330,68719
48832,96421
13664,44929
42042,78579
17034,66059
41683,962
36579,9674
12587,18076
15787,67359
3672,84387
20331,2735
19113,10018
29221,29701
39801,14704
8445,94172
27913,20885
37567,5057
17010,90563
12479,61392
40636,30892
253,82732
19909,67925
16419,27647
5151,24723
21391,39971
11841,15180
16800,37917
48163,53859
705,84456
12248,45857
10856,137
44487,21813
26312,68803
26415,69808
746,58047
29994,43247
26171,50287
6739,62721
6599,47135
37022,47487
24164,10397
30610,1146
35083,62910
21964,43867
37757,30452
48975,35774
46127,42011
364,61432
12716,47203
25237,49558
22043,92093
44290,24578
27809,50373
34571,57460
26583,64501
24196,45786
46475,19536
35636,39442
35170,99171
24747,6996
11683,86745
49942,41451
29662,87288
25137,59066
38325,96299
40040,5206
27679,49573
16162,10482
18607,72316
44397,73529
3355,48105
34422,22426
6829,4786
33113,89836
23776,19450
1559,45726
38801,3839
40905,49967
44988,46157
33104,74756
48142,75033
7549,63259
43752,40373
40175,91244
32895,75248
29142,20156
4405,8768
20181,51346
37597,96443
21296,76281
15763,74299
37886,3063
10666,9527
33464,31343
12488,57053
49628,56665
13590,1490
6161,42684
37978,28553
7988,83933
57,35424
19401,49931
27046,32763
32597,18510
2697,12469
17827,58052
20891,45578
4136,1219
1340,18823
48019,78751
21519,11220
2044,20395
40492,66077
13777,73921
22792,55440
34526,51744
28435,25367
34219,62227
6312,5507
42008,43111
43864,77782
10938,10258
41585,60346
39290,43868
37371,64311
45750,4699
9372,92504
27857,20055
47444,87948
12124,91643
30688,54787
25136,33805
4733,2702
34546,84651
39433,34188
43916,46038
12138,46582
40799,61709
28118,40672
28051,41546
35178,18768
21189,46925
35328,55698
10185,70153
22620,29375
45916,73482
18159,56602
30738,96324
33042,91554
8468,55458
25574,71232
13780,78088
10458,88279
17909,36352
9868,19722
49756,94036
3879,28557
25514,94239
44541,49860
34743,8265
3701,49408
41437,39498
2965,27557
6306,39331
6841,34692
4313,58412
12202,214
37790,51055
19415,48849
21508,61685
37455,3467
24437,7201
38544,71744
43521,80908
13366,50310
28449,70694
30229,12515
21551,41268
46417,51189
47295,76000
23232,41387
18378,21133
2912,25906
14155,82692
20615,34314
27185,49245
30536,55272
31816,90483
19044,69462
7225,63183
20348,22297
14821,35353
19776,6533
45439,75304
18132,7809
19972,76789
39666,2061
23897,51970
10399,5330
37456,57752
10951,2362
17469,25650
10337,29941
18088,57476
34204,72434
16300,76738
37433,37646
19512,72383
19853,16371
10997,9351
33850,94323
45554,17031
48795,46563
22913,89022
36875,57745
15598,75200
18881,6371
40394,9387
46580,97525
12021,78096
21910,26318
19820,51676
2888,53208
20485,90868
44244,73838
37423,22133
25198,65767
19644,88528
7666,77980
45547,76694
2721,33867
10414,63770
12000,35116
48823,20755
15650,42767
28270,15164
24375,78424
20838,38455
18811,52527
19096,97781
34813,32985
49761,84078
39860,46732
47141,34100
3811,23797
40616,56933
46377,53022
43750,92750
26056,14544
41066,92484
12033,36972
4610,51703
46830,92234
36277,9191
33650,4566
28729,89654
43800,37598
36970,14042
36338,81799
8708,47194
39774,55442
49874,11028
2486,76942
1436,5834
17584,45237
9422,17537
2439,91589
37392,94092
10630,57989
7325,25520
29145,21143
19868,1987
39025,5353
23022,51163
37669,80490
2407,10182
48375,75054
33514,9981
40816,24042
5315,22936
383,41570
23142,42678
20596,52353
12170,88758
10618,85426
44146,72601
11452,28554
38174,38850
36099,24432
8950,40797
25754,43716
40539,6852
3486,15916
6296,57684
47229,69559
21140,20821
608,4714
38507,49733
33067,13153
35953,97523
32298,57570
43932,56919
49780,44847
18187,20018
27908,38634
10235,35751
38268,2390
7012,1153
39199,57311
28291,47901
17292,26598
16015,9161
22211,11903
2396,56186
28703,84097
36390,12412
9562,2812
5783,5556
37689,17589
23453,64343
36659,29076
6405,57325
49330,60669
23953,73073
21392,46110
1422,92571
42319,86307
8211,87781
5283,96936
38899,36354
26533,9093
31301,88620
31241,54818
27494,77999
20666,89234
48905,30724
42003,5883
41421,28011
11687,69823
49645,51318
43546,96101
5615,15618
2511,85915
3174,90947
37166,66653
10224,95688
1504,42032
42567,53172
39045,57535
21114,58141
44089,97324
16827,48233
25707,77031
29690,31766
15279,86069
40551,9427
45470,30559
18896,56192
32386,89384
40898,76305
1135,91422
38044,49379
38814,94724
27397,95251
38702,38664
42658,55350
9214,19165
8582,27331
46405,90863
17262,9548
44774,68052
36513,589
43917,43823
26933,4100
30702,58056
31228,72292
35115,15775
48182,31055
1616,4516
22958,18897
23991,40565
40472,64690
5110,58827
49364,76187
25454,18690
20670,12882
41775,37847
17674,710
18563,82023
40008,72770
33605,51386
24654,64280
15212,22316
12814,38929
26624,10256
22856,368
42774,85327
20420,89228
14498,80888
15639,44330
46209,89256
24105,72608
29032,62070
11632,28560
8236,31965
9247,60779
7297,1316
49179,25109
37680,37876
13343,40808
26238,4923
8276,9401
36807,16969
25786,77684
47899,81704
41543,33913
4301,56211
32960,44889
39249,33868
24229,26319
20198,93956
25139,11722
34025,73874
34375,27790
23694,54165
8810,26205
1372,58386
22830,87990
43400,83539
21002,91443
2230,53766
40729,31283
33798,56910
47333,84057
15563,78902
30808,86706
43114,93767
9396,54223
27594,1390
15888,9813
12795,67927
18791,9074
31314,6918
1712,63162
7798,52668
44750,85807
16653,22598
36993,15767
21833,44360
36894,56395
28951,91941
10895,71217
11043,11929
16825,56788
5891,29259
19617,48744
24383,45269
30119,65190
36479,44195
38030,2581
42055,59221
37633,15479
30716,28944
10070,51519
17493,78463
4172,40243
22445,61517
42344,1798
42794,12946
44956,53592
1086,88633
28333,60657
46409,41489
882,16935
5457,61268
35826,34570
17156,69638
9019,22201
2423,79047
38282,36508
17551,25140
47695,57141
49561,15739
28663,34799
45584,5919
7317,94751
33657,63759
44094,22030
25265,40501
14159,73377
44547,1608
38510,91816
2088,32000
40412,86262
22434,98977
30122,51447
11727,77551
30623,38631
16212,56663
15052,83966
42929,76196
24674,58648
38130,78041
38342,58308
6380,37557
19165,37672
39993,37582
6354,96975
48813,26137
43416,26594
21835,13783
12047,19217
17418,65383
32117,31729
33546,44325
44554,43596
2689,50449
32161,91
28518,34792
26711,69593
46911,85686
42468,25432
48147,92373
13838,99812
23918,44099
15373,30734
15198,54190
43564,41039
34707,52141
39874,59854
23949,53348
42461,30750
31586,71645
4865,19181
36089,51747
34663,25942
37390,63624
37096,96347
6967,34070
39440,60999
44382,52258
551,77085
19446,73360
37540,28765
10352,18985
4630,36899
26389,21149
122,97215
22647,79646
39650,93681
28016,46004
1272,91241
44560,6653
24107,49264
49211,51793
12653,92974
4106,73261
46704,23456
8589,44368
4742,99845
35376,98573
13493,78521
30909,82048
20381,51146
45960,43423
18846,98324
35165,68079
4258,37935
21102,73255
8539,66796
37882,37038
24834,38948
46789,86862
29873,18008
27303,86560
48236,22113
17529,48040
16133,70332
16860,59666
14015,41511
24724,31979
30704,44090
2011,23346
24270,25547
24471,64160
20582,1432
15627,88281
36225,33019
43939,60568
647,17388
12448,31570
29579,92240
25037,5302
14955,53796
22559,30761
38779,78919
38930,90081
35324,13916
26474,70703
20573,96158
5532,29667
26416,86603
38259,778
8536,27976
4954,16003
28165,45767
19473,19444
42502,69022
23137,73860
18121,87290
24841,69239
49639,33381
17515,7593
40674,74627
46026,92758
11468,18262
42474,95377
42518,68934
46028,18637
25487,32322
47570,23586
12024,1091
31658,44013
42506,93073
5430,30292
3491,36736
4918,60042
36323,52377
37780,16805
44156,74269
1240,7773
961,51040
27956,22272
44960,34743
43333,83715
26462,53234
13059,84087
14680,74180
32188,81026
40758,33145
44868,76713
39345,64527
38031,21234
2045,38691
46337,73023
40350,97322
18494,19885
4740,45260
2786,13312
14552,54415
2379,82915
45974,37282
12351,87379
36655,86303
38265,29397
21326,78635
14797,14831
41306,29713
4229,1589
44787,84646
28280,93559
17652,76436
3921,58426
8637,23446
11798,42493
44237,67368
14042,18785
19190,47769
35286,14685
7536,11362
37255,6238
49065,3243
45314,12059
6631,53188
16994,34240
34520,83825
31254,53746
3615,17790
36234,78763
31609,23320
18567,79864
21832,84131
27881,98703
37011,12707
26405,90085
26065,44671
10452,31238
23338,15030
21879,81143
25544,64227
25024,11236
7350,15040
27381,8069
44494,25249
32656,85205
822,45103
23117,6784
12233,61178
11339,78692
2572,63666
29148,43501
22861,97198
36996,10393
38517,59652
18324,69170
20038,59531
11636,73666
16428,8976
35474,42447
17540,14162
21727,97670
42166,77988
34497,59058
34615,39568
11033,99820
16847,60785
2099,68103
8394,84471
40745,53061
36813,77294
34939,54806
40199,16275
6584,79732
41788,16901
6905,66833
3151,38124
10576,28317
41837,16667
31181,8947
33990,64024
5614,47606
4582,84442
2578,2150
24599,44515
12322,70945
140,10700
16088,65499
768,10052
36723,44723
33642,94523
12467,52536
46315,57008
20195,59749
28294,84515
31187,71339
40480,47020
47697,17597
7672,49587
33146,70120
6717,47173
7812,48288
9177,48221
28130,7077
12363,63957
20374,27672
8709,98260
24159,48838
4364,50004
26901,84526
7579,97542
16778,89283
31338,53602
23525,67773
7851,26567
49883,74176
47534,83985
25046,38571
2592,44347
1763,52384
6594,1479
14017,57175
4419,76967
49030,26657
41248,3480
38684,9102
7199,81396
14691,18662
26110,87106
33808,84524
22532,54729
34218,90126
18176,13277
41652,3674
668,58129
43885,76388
35497,81665
9609,46939
33717,52946
5704,16357
8232,96228
35134,50248
41389,12833
11297,30688
28320,76006
34604,13809
13690,31478
37885,7583
36160,74092
13608,75136
38593,6576
29860,72720
21633,25299
33656,98983
43358,89193
34832,80108
44017,44058
30427,89985
836,20502
2366,62055
6729,53244
35311,33048
9180,87655
45778,60471
3560,82989
28847,23821
15143,40769
226,70725
35154,42204
32906,38051
8579,18797
18781,89095
1799,41920
20954,50598
22800,54043
41867,6366
1295,48726
21637,75408
13706,51134
36226,54473
16138,99608
24494,34993
7203,34574
2288,13455
39351,21959
38634,26817
48320,91041
39468,96155
17638,44472
40037,97907
47495,85196
38851,42871
42213,39046
43609,70861
5815,61936
30939,38480
42530,49533
32485,60959
23061,50135
27866,69042
2806,4732
12437,48767
43107,83000
34653,95416
18905,94480
35380,23825
19364,49362
6684,85840
22835,93389
20909,36957
4529,86379
49774,54855
16185,50800
37238,61855
29160,9794
18555,28679
12799,23269
7591,96796
32445,3807
44169,11380
9813,35308
46413,4223
7956,96521
41800,7319
16771,57550
26999,10680
31245,61684
25940,94514
6648,82467
11842,29156
24380,16665
25631,83201
4919,85966
48189,7250
43265,94773
13421,16379
15457,59746
15366,78996
45005,9199
18189,43358
17399,61893
19258,264
18163,88039
26794,36282
39107,94010
43230,57724
44955,35446
18420,1517
3176,18055
33700,30657
904,86007
20549,29520
9291,92656
1150,35418
18090,6379
47666,99081
15931,96193
36872,45297
8993,66894
40531,37494
39426,30157
37841,73065
9078,65699
3279,73379
5238,48628
23902,11475
20323,50123
21111,62048
22065,30542
33696,83872
22651,50687
30272,92476
769,63653
13209,96178
49661,61087
48596,74552
40709,68797
48157,82063
1051,19790
40027,50881
18051,57248
1109,23113
48765,24182
33655,46422
21513,87855
12177,96938
43940,1372
43580,96339
1990,13731
20834,86516
16252,2371
30947,2269
4080,39451
24615,47883
44454,17255
22874,14225
16526,1905
15034,59225
4210,73836
3859,84536
8835,60367
6777,62260
45679,56726
44742,71920
23472,96484
43402,18943
12388,53634
37354,51345
24540,48293
32180,59615
21343,30484
23685,41004
47147,749
32780,31373
19468,66361
24967,10742
49350,51490
49533,63804
22757,3501
28673,853
48709,19317
4966,39149
36703,24990
22973,75302
22880,44197
29735,84551
42637,28643
24976,6505
8648,67864
33646,21919
8042,86355
21737,98462
16779,42480
11103,753
108,59042
15260,98545
31749,95199
11833,39952
39451,42377
21153,22180
39869,27161
5342,97361
42692,30183
14270,59310
10826,87379
762,43779
10811,60364
3937,48373
34619,63263
46483,94080
38311,81503
46336,8043
23883,5856
10427,3731
44171,21637
2619,1854
27696,3501
24971,18553
37902,94385
49547,26114
36392,6830
15717,76808
45047,25052
27586,40018
38355,43093
10333,46223
6532,67256
23866,64026
25855,76756
2262,29423
7169,64598
43731,75010
14529,77672
19155,53960
1881,7073
23857,59339
42742,93686
17370,78263
49171,85875
38041,14885
42248,49431
18723,70056
2338,53003
40191,2783
5219,49829
2947,97104
16286,87197
6583,40155
23368,1069
34863,99639
2442,63078
20961,24073
5513,12551
16293,43028
14914,24369
19491,22538
26748,7098
14903,90953
48461,84117
39176,16188
12444,22375
32186,90326
1010,31904
5359,9058
13062,28132
13041,19372
20166,62988
38466,54149
26020,84700
16577,14215
15429,70475
13420,87883
47440,34025
22497,57230
11314,30625
16722,10200
29802,72484
48478,41359
22450,84907
37347,52115
45650,10275
751,59657
14697,144
13241,73253
23723,80415
49964,4573
3367,22016
2814,6584
26730,32489
29260,12793
47222,60758
12803,85543
15770,79596
33336,98795
39103,26494
34884,90540
3648,29919
46570,34682
32146,3323
33664,19727
40034,73499
27624,21840
37177,74331
19803,97422
46510,4339
40269,6823
26559,1861
990,99386
24695,92043
47512,74667
7489,91908
33378,84149
29273,6873
14622,8287
35934,48742
40863,89684
30681,45705
43692,60041
36292,11933
19739,60815
35815,38928
40754,82844
35334,20418
32526,75773
11215,92905
38829,11240
42370,30488
20235,81830
22849,6606
17526,71646
24757,45820
28590,97999
43787,31764
41905,32437
20244,71311
7531,97938
13438,49265
48648,92213
15086,80573
10390,94399
6505,70029
48866,86289
48724,81555
17242,30057
23788,31950
20004,63826
40996,65561
1398,85534
35525,67911
42094,38142
46069,83927
34608,44221
44407,23449
17429,39733
18366,40360
37937,68718
24980,5211
38523,50976
38038,30779
20952,82822
39797,34819
13869,26421
46650,90542
2700,81712
11978,3346
26311,87518
9688,70623
9769,38604
17147,78825
920,2126
39282,729
14820,13771
33977,18203
20808,73188
48260,54701
22311,43560
12015,55592
16889,51792
18135,78629
5018,31791
32651,33805
38727,54830
27752,89759
49207,5134
27574,10531
11031,79263
15939,79383
17729,74968
4516,29335
6409,93345
13819,63846
41767,30213
29916,89056
13259,80453
5432,4515
22396,86510
36632,22272
41496,45897
32923,61167
12640,56498
43990,56694
10821,1329
38905,54346
3583,87206
43451,9147
31693,65441
48690,60454
26396,11928
2029,50018
42079,47996
12535,82938
44602,94578
41286,24020
21684,35929
6080,16079
14953,31926
40587,54306
40246,5680
26703,91812
3054,22074
42291,97214
20998,89785
33342,51937
7020,73796
6040,21247
31218,8488
49700,73469
40319,6192
18049,27115
35331,79802
22895,66523
49337,63832
49256,41079
48204,83963
36041,8880
4667,33937
8851,56048
41904,72475
2672,89764
46178,66978
31369,93504
14331,81132
34864,36429
7651,34857
29109,7876
16229,92985
7440,18786
20221,5934
29928,42861
34274,28089
33426,26969
7801,27245
6189,22065
39461,54198
28794,52801
42757,95078
48368,66020
43444,73413
6854,14324
2456,88914
45857,55489
834,46907
45515,98830
9380,12061
47431,28900
14594,75980
3654,9371
34786,84231
7807,76728
18798,40751
10488,61398
11433,34884
19344,54599
44357,75360
29493,88445
16976,75512
27557,1443
46198,79254
43598,31178
21740,52168
618,7181
28279,6163
6074,29449
11642,67191
15228,70089
22223,16143
28942,7056
27318,56936
24859,69494
27818,72508
3390,66454
34805,98435
48427,16226
16525,74280
6994,81803
36068,5403
35449,63039
18467,41127
37313,67668
34053,60568
31969,6810
4663,78671
19587,11647
3504,89019
29694,53469
164,69868
20335,54418
13185,17555
4962,84011
43261,30020
37864,24315
13015,82074
38717,91003
3553,15836
40638,370
22421,49619
45630,21421
46901,98000
16490,49228
3076,74870
19142,68373
21218,7076
46109,45738
45476,32895
21376,78012
213,79865
34250,68008
5115,69849
38556,40364
28418,96496
5285,70198
8022,69619
9342,46491
32908,6552
49198,15079
15938,16446
39437,89810
8145,2544
13107,16794
35626,71550
37635,36953
25719,59368
8538,51353
36256,86333
5293,782
32238,16111
11270,37528
12116,48853
23770,58509
13494,11190
28035,97840
35943,68172
35923,99573
26612,45532
41020,91394
20803,76933
17562,56222
16159,95238
21291,64964
41799,42898
37508,70917
8261,50342
20252,99543
41195,7830
258,74768
11552,80963
38191,9789
5605,48861
20506,61446
46439,61572
32534,28329
46380,56865
528,7973
46744,63041
41232,8069
19118,65435
23898,74825
20888,26714
10498,249
29513,81534
24670,1193
9724,68539
4802,81408
35829,96969
38747,70532
44299,29553
39135,9730
39549,64173
34844,1054
5799,71182
7122,72111
3711,96488
10269,93090
38623,35232
30851,17081
34144,78514
4664,73752
38754,3320
33164,74774
18083,2729
35793,7334
36228,16224
28669,65959
8129,73506
4244,85824
27578,89352
12088,66089
3798,27913
36399,52353
45030,20656
9253,64531
38870,52251
42584,7219
14533,69060
2537,27651
29614,24675
2319,25472
28013,7104
6989,51614
29198,80056
13091,99113
12178,9325
9973,37035
13763,12042
